"Draft","Seat","Colors","Archetype","Themes","Creatures","Noncreatures","Lands","Avg MV","Mainboard","Sideboard"
"6","8","Blue","U Spellslinger","Spells","9","14","17","2.70","Plumecreed Escort, Hard Evidence, Faerie Conclave, Phantom Interference, Hypnotic Sprite, Stock Up, Picklock Prankster, Eddymurk Crab, Confounding Riddle, Omen of the Sea, Fact or Fiction, Behold the Unspeakable, Spyglass Siren, Hieroglyphic Illumination, Sicarian Infiltrator, Whirler Rogue, Unnerving Grasp, Eden, Seat of the Sanctum, Serum Visionary, Preordain, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Faerie Vandal, Memory Lapse, Sink into Stupor, Into the Roil, Mana Leak","Drix Interception, Tandem Lookout, Heartfire Immolator, Seething Landscape, Prismari Campus, Vilespawn Spider, Talisman of Dominance, Monstrous Rage, Porcelain Legionnaire, Goblin Surprise, Balmor, Battlemage Captain, Argyr, Tidal Spinner, Colossal Skyturtle, Elite Scaleguard, Earthrumbler, Heroic Reinforcements, Mind Stone, Mirrorshell Crab, Mask of Memory, Obsessive Stitcher"
"7","1","Red/Blue","RU Spellslinger","Spells","8","15","17","2.65","Plumecreed Escort, Phantom Interference, Lose Focus, Heartfire Immolator, Stock Up, Prismari Campus, Eddymurk Crab, Talrand's Invocation, Fact or Fiction, Lightning Bolt, Mischievous Mystic, Daze, Unnerving Grasp, Pestermite, Miscalculation, Mountain, Sprite Dragon, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Improbable Alliance, Faerie Vandal, Into the Roil, Control Magic, Kasmina, Enigmatic Mentor, Slickshot Lockpicker, Echoing Truth, Moment of Truth","Splash Lasher, Oliphaunt, Lita, Little Orphan Amphibian, Unable to Scream, Bonesplitter, Embereth Shieldbreaker, Reflector Mage, Blackcleave Cliffs, Cynette, Jelly Drover, Serum Visionary, Geological Appraiser, Goblin Banneret, Codecracker Hound, Dinrova Horror, Flametongue Kavu, Mind Stone, Sonic Screwdriver, Skateboard, Seeker of the Way, Hallowed Fountain, Arc Trail"
"7","2","Green/Blue","GU Midrange Combo","Creatures","19","4","17","2.78","Utopia Sprawl, Avacyn's Pilgrim, A.I.M. Synthoids, Stomping Ground, Breeding Pool, Victor Timely, Wily Tycoon, Aftermath Analyst, Ornithopter of Paradise, Inspiring Vantage, Nyxborn Hydra, Repulsive Mutation, Llanowar Elves, Blossom Prancer, Rishkar, Peema Renegade, Stampeding Scurryfoot, Temur Sabertooth, Joraga Treespeaker, Timeless Witness, Galewind Moose, Island, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Biomechan Engineer, Fertile Ground, Writhing Chrysalis, Spinewoods Paladin, Rise of the Ants, Fyndhorn Elves, Red Guardian, Super-Soldier","Cactusfolk Sureshot, Gingerbrute, Bitter Reunion, Artisan of Kozilek, Veteran Beastrider, Journey to Nowhere, Diligent Webkeepers, Untethered Express, Tax Collector, Renata, Called to the Hunt, Cliffhaven Kitesail, Signal Pest, Trostani's Summoner, High-Speed Hoverbike, Dream Beavers, Charging Strifeknight, Grafted Wargear, Goblin Bombardment, General Marhault Elsdragon"
"7","3","Red","R Burn","Spells","13","10","17","1.74","Choco-Comet, Kavaron Harrier, Rimrock Knight, Irreverent Gremlin, Heartfire Hero, Kumano Faces Kakkazan, Ahn-Crop Crasher, Reinforced Ronin, Gut, True Soul Zealot, Monstrous Rage, Reckless Pyrosurfer, Goblin Surprise, Firebolt, Rally at the Hornburg, Flametongue Yearling, Shock Brigade, Chain Lightning, Iroh's Demonstration, Greasewrench Goblin, Samurai's Katana, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Burst Lightning, Electrostatic Infantry, Voldaren Epicure","Staggershock, Amethyst Dragon, Steam Vents, Noise Marine, Razorkin Hordecaller, Sacred Foundry, Imperial Oath, Iraxxa, Empress of Mars, Young Pyromancer, The Last Ronin's Technique, Marauding Sphinx, Mad Ratter, Mogg War Marshal, Sawblade Skinripper, Pyretic Rebirth, Peace Strider, Goblin Trenches, Law-Rune Enforcer, Goliath, Mass Manipulator, Highway Robbery, Pinnacle Monk, Weaponize the Monsters"
"7","4","Black/Blue","BU Tempo","Spells","11","12","17","3.04","Simic Growth Chamber, Fell the Profane, Agonizing Remorse, Justice, Vance Astrovik, Halo Forager, Baleful Strix, Confounding Riddle, Floodpits Drowner, Canyon Crab, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Sinister Starfish, Necromancy, Bone Shards, Striped Riverwinder, Reanimate, Diresight, Island, Island, Island, Island, Island, Forest, Memory Lapse, Plains, Mirrorshell Crab, Unburial Rites, Gonti, Lord of Luxury, Remand, Live or Die, Agent 13, Sharon Carter, Satyr Wayfinder, Collector's Vault","Prophetic Prism, Talisman of Creativity, Frost Trickster, Eldrazi Ravager, Eternal Witness, Wayfarer's Bauble, Spyglass Siren, Atraxi Warden, Sourbread Auntie, Basalt Monolith, Argyr, Tidal Spinner, Spinewoods Armadillo, Rootbound Crag, Flickerwisp, Foreboding Landscape, Meteor Golem, Spider Spawning, Sheltered Thicket, Harrier Strix, Scout the City, Pummeler for Hire"
"7","5","Black/Blue","BU Tempo","Spells, Humans","8","15","17","2.96","Chart a Course, Fatal Push, Ninja of the Deep Hours, Sheoldred's Edict, Mulldrifter, Go for the Throat, Start the TARDIS, Brainstorm, Rise from the Tides, Waker of Waves, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Sicarian Infiltrator, Night's Whisper, Demonic Tutor, Ka-Zar of the Savage Land, Hymn to Tourach, Island, Island, Island, Island, Island, Island, Island, Island, Sink into Stupor, Fallaji Archaeologist, Mana Leak, Hedge Maze, Counterspell, Archive Dragon, Accursed Marauder, Power Word Kill, Dismember","Tandem Lookout, Meteor Sword, Thermo-Alchemist, Contaminated Landscape, Painter's Studio // Defaced Gallery, Seething Landscape, Bane of Bala Ged, Irrigated Farmland, Honest Rutstein, Joo Dee, One of Many, Sontaran General, Shattered Landscape, Sandstone Oracle, Raven's Crime, Snare Thopter, Dauntless Scrapbot, At Knifepoint, Sharae of Numbing Depths, Meticulous Archive, Thopter Squadron, Perilous Myr"
"7","6","White","W Weenie","Enchantments, Soldiers","15","8","17","2.87","Oketra's Monument, Requisition Raid, Combat Thresher, Multiversal Passage, The Duke, Rebel Sentry, Spectral Procession, Prava of the Steel Legion, Touch the Spirit Realm, Surgical Suite // Hospital Room, Archetype of Courage, Nurturing Pixie, Recruitment Officer, Elite Scaleguard, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Indebted Spirit, Descendant of Storms, Thraben Inspector, Dalkovan Packbeasts, Ominous Cemetery, Sheltered by Ghosts, Path to Exile, All-Fates Stalker, Battle Screech, Militia Bugler, Anafenza, Kin-Tree Spirit, Mighty Mutanimals","Dawnbringer Cleric, Brawn, Amadeus Cho, Blood Artist, Faithless Looting, Rally the Peasants, Godless Shrine, Bitter Triumph, Heirloom Blade, Eviscerator's Insight, Call of the Death-Dweller, Rite of the Raging Storm, Carrion Feeder, Heroic Reinforcements, Loxodon Warhammer, Night Scythe, City of Brass, Cast Out, Sunbaked Canyon, Silent Clearing, Yahenni, Undying Partisan"
"7","7","Green","G Counters","Elves","14","9","17","2.91","Reclamation Sage, Rosie Cotton of South Lane, Rubblebelt Maverick, Elves of Deep Shadow, Horizon Canopy, Eusocial Engineering, Summon: Fenrir, Wall of Roots, Elvish Mystic, Arbor Elf, Jewel Thief, Trumpeting Herd, Curse of Predation, Okoye, Dora Milaje Leader, Overwhelming Encounter, Harmonize, Rampant Growth, Sprout Swarm, Propagator Drone, Seismic Sense, Flopsie, Bumi's Buddy, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Devoted Druid, Malevolent Rumble, Pelakka Wurm, Lush Portico","Grey Knight Paragon, Eternal Student, Bountiful Landscape, Sunhome Stalwart, Leonardo, Leader in Blue, Icy Manipulator, Studious First-Year, Sheltering Landscape, Hieroglyphic Illumination, Pilgrim's Eye, Shepherd of the Flock, Cathar Commando, Soulherder, Splitskin Doll, Air Nomad Legacy, Rhox Veteran, Thran Dynamo, Path to the World Tree, Shepherd of the Clouds, Twisted Landscape"
"7","8","Black/Green","BG Graveyard","Black/Green","14","9","17","3.65","Shefet Archfiend, Lively Dirge, Golgari Rot Farm, Iron-Shield Elf, Troll of Khazad-dûm, Victimize, Inquisition of Kozilek, Rise of the Witch-king, Ultimo, Civilization's End, Priest of the Blood Rite, Unearth, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Mishra's Factory, Thrashing Brontodon, The Aesir Escape Valhalla, Shriekmaw, Wurmcoil Larva, Duskwatch Recruiter, Reassembling Skeleton, Forest, Forest, Forest, Forest, Forest, Chainweb Aracnir, Insidious Roots, Bannerhide Krushok, Disruptive Stormbrood, Grizzly Fate, Huskburster Swarm, Exhume","Deceptive Landscape, Glyph Elemental, Shroudstomper, The Underworld Cookbook, Scattered Groves, Lord Skitter's Butcher, Mayhem Devil, Imodane's Recruiter, Scrapwork Mutt, Primordial Pachyderm, Mishra's Bauble, Skittering Precursor, Rancor, Liliana's Devotee, Earthrumbler, Mask of Memory, Elite Interceptor, Pierce Strider, Hearth Elemental, Surrak, the Hunt Caller"
"8","1","Red/Blue","RU Spellslinger","Spells, Humans","10","13","17","2.43","Ponder, Staggershock, Chart a Course, Dragon's Rage Channeler, Phantom Interference, Talisman of Creativity, Thermo-Alchemist, Brainstorm, Baleful Strix, Rise from the Tides, Eddymurk Crab, Faithless Looting, Confounding Riddle, Mischievous Mystic, Hieroglyphic Illumination, Mad Ratter, Eden, Seat of the Sanctum, Coruscation Mage, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Sprite Dragon, Island, Island, Island, Island, Island, Island, Island, Island, Electrostatic Infantry, Mind Stone, Remand, Arc Trail, Third Path Iconoclast","Plumecreed Escort, Tandem Lookout, Oliphaunt, Halo Forager, Seething Landscape, Eusocial Engineering, Icy Manipulator, Inquisition of Kozilek, Talisman of Dominance, Ashnod's Altar, Intimidation Campaign, Psychic Spiral, Guarded Heir, Whirler Rogue, Wurmcoil Larva, Fell, The Neutrinos, Dauntless Scrapbot, Control Magic, Faerie Dreamthief, Power Word Kill"
"8","2","Green/Blue","GU Ramp","Green/Blue","12","11","17","3.35","Utopia Sprawl, Faerie Conclave, Splash Lasher, Mulldrifter, Waker of Waves, Fact or Fiction, Behold the Unspeakable, Jewel Thief, Repulsive Mutation, Sicarian Infiltrator, Wild Growth, Colossal Skyturtle, Sprout Swarm, Talisman of Curiosity, Faebloom Trick, Serum Visionary, Bridgeworks Battle, Riftwing Cloudskate, Eldrazi Repurposer, Island, Island, Island, Island, Island, Island, Island, Island, Island, Forest, Forest, Forest, Forest, Forest, Forest, Eldrazi Skyspawner, Mana Leak, Hedge Maze, Agent 13, Sharon Carter, Kasmina, Enigmatic Mentor, Environmental Scientist","Eternal Student, Frost Trickster, Hypnotic Sprite, Fetid Pools, Duress, Ornithopter of Paradise, Kitchen Finks, Epochrasite, Studious First-Year, Pilgrim's Eye, Basalt Monolith, Overwhelming Encounter, Meat Locker // Drowned Diner, Path to the World Tree, Earthrumbler, Fallaji Archaeologist, Chainweb Aracnir, Mask of Memory, Spawning Pit, City of Brass"
"8","3","Green","G Ramp","Elves, Creatures","22","1","17","3.26","Prismatic Vista, Reclamation Sage, A.I.M. Synthoids, Breeding Pool, Beanstalk Giant, Glacier Godmaw, Summon: Fenrir, Elvish Mystic, Arbor Elf, Nyxborn Hydra, Thrashing Brontodon, Pack Guardian, Llanowar Elves, Trumpeting Herd, Blossom Prancer, Rishkar, Peema Renegade, Stormkeld Vanguard, Spinewoods Armadillo, Dragon Sniper, Joraga Treespeaker, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Biomechan Engineer, Treetop Village, Spinewoods Paladin, Fyndhorn Elves, Sakura-Tribe Elder, Autarch Mammoth","Everflowing Chalice, Bountiful Landscape, Scattered Groves, Imperious Perfect, Spyglass Siren, Tolls of War, Untethered Express, Resentful Revelation, Signal Pest, Godless Shrine, Trostani's Summoner, Ka-Zar of the Savage Land, Seismic Sense, Practiced Scrollsmith, Bannerhide Krushok, Night Nurse, Healer of Heroes, Scout the City, Echoing Truth, Twinmaw Stormbrood"
"8","4","Red/White","RW Aggro","Humans","13","10","17","2.17","Opera Love Song, Rift Bolt, Sunhome Stalwart, Inspiring Vantage, Lightning Bolt, Sacred Foundry, Bonesplitter, Reckless Charge, Imodane's Recruiter, Young Pyromancer, Reckless Pyrosurfer, Porcelain Legionnaire, Arabella, Abandoned Doll, Momo, Playful Pet, Iroh's Demonstration, Adanto Vanguard, Greasewrench Goblin, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Hordeling Outburst, Rhox Veteran, Flametongue Kavu, Plains, Plains, Plains, Heroic Reinforcements, Voldaren Epicure, Sheltered by Ghosts, Goblin Bombardment, Brazen Collector, Sunbaked Canyon","Charging Monstrosaur, Victor Timely, Wily Tycoon, Dragon Trainer, Undead Gladiator, Sheltering Landscape, Surgical Suite // Hospital Room, Marionette Apprentice, Archetype of Courage, Rite of the Raging Storm, High-Speed Hoverbike, Raven's Crime, At Knifepoint, Indebted Spirit, Fire Magic, Faller's Faithful, Perilous Landscape, Shi'ar Soldier, Sulfurous Springs, Yahenni, Undying Partisan"
"8","5","Red","R Burn","Humans","13","10","17","2.87","Heartfire Immolator, Painter's Studio // Defaced Gallery, Razorkin Hordecaller, Iraxxa, Empress of Mars, Embereth Shieldbreaker, Scrapwork Mutt, Mishra's Factory, Reinforced Ronin, Monstrous Rage, Sontaran General, Goblin Surprise, Firebolt, Skittering Precursor, Rally at the Hornburg, Flametongue Yearling, Ghostfire Slice, Fireblast, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Twinshot Sniper, Coastline Marauders, Monastery Swiftspear, Shrine of Burning Rage, Hearth Elemental, Abrade, Weaponize the Monsters","Fell the Profane, Prophetic Prism, Bitter Reunion, Sheoldred's Edict, Bloodbraid Elf, Drown in Sorrow, Balmor, Battlemage Captain, Sandstone Oracle, Shuri, Vibranium Technologist, Pyretic Rebirth, Thran Dynamo, Charging Strifeknight, Liliana's Devotee, Shepherd of the Clouds, The Cave of Two Lovers, Writhing Chrysalis, Sheltered Thicket, Night Scythe, Skateboard, Pierce Strider, Perilous Myr"
"8","6","Black/White","BW Aristocrats","Humans, Creatures","16","7","17","3.00","Dewdrop Cure, Lingering Souls, Umbral Collar Zealot, Syr Konrad, the Grim, Blood Artist, Morbid Opportunist, Spectral Procession, Timeline Culler, Night Clubber, Triarch Praetorian, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Isolated Chapel, Eviscerator's Insight, Demonic Tutor, Elite Scaleguard, Plains, Plains, Plains, Plains, Plains, Plains, Bastion of Remembrance, Descendant of Storms, Thraben Inspector, Dalkovan Packbeasts, Gonti, Lord of Luxury, Lampad of Death's Vigil, Battle Screech, Hero of the Dunes, Anafenza, Kin-Tree Spirit, Mighty Mutanimals","Dawnbringer Cleric, Kor Skyfisher, Meteor Sword, The Duke, Rebel Sentry, Lita, Little Orphan Amphibian, Horizon Canopy, The Underworld Cookbook, Rally the Peasants, Heartfire Hero, Imperial Oath, Ahn-Crop Crasher, Accorder Paladin, Heirloom Blade, Nurturing Pixie, Glimmerpoint Stag, Mandibular Kite, Judith, the Scourge Diva, Lluwen, Exchange Student, Githzerai Monk, Emergency Eject, Vampire Nighthawk"
"8","7","Blue/White","UW Control","Humans","11","12","17","2.78","Aerie Auxiliary, Ephemerate, Multiversal Passage, Lose Focus, Ninja of the Deep Hours, Journey to Nowhere, Unable to Scream, Irrigated Farmland, Essence Reliquary, Touch the Spirit Realm, Reflector Mage, Atraxi Warden, Wall of Omens, Tax Collector, Okoye, Dora Milaje Leader, Daze, Cynette, Jelly Drover, Getaway Glamer, Preordain, Ghostly Flicker, Swords to Plowshares, Flickerwisp, Island, Island, Island, Island, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Sharae of Numbing Depths, Meticulous Archive, All-Fates Stalker, Hallowed Fountain, Cast Out","Drix Interception, Cactusfolk Sureshot, Hard Evidence, Rosie Cotton of South Lane, Canyon Crab, Prava of the Steel Legion, Shepherd of the Flock, Striped Riverwinder, Dragoon's Lance, Peace Strider, Mirrorshell Crab, Unburial Rites, Lush Portico, Elite Interceptor, Gary Clone, Meteor Golem, Harrier Strix, Silent Clearing"
"8","8","Black/Green","BG Graveyard","Humans","12","11","17","3.22","Shefet Archfiend, Dance of the Dead, Rubblebelt Maverick, Iron-Shield Elf, Victimize, Eternal Witness, Aftermath Analyst, Honest Rutstein, The Eldest Reborn, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Necromancy, Bone Shards, Ravenous Chupacabra, Underground Mortuary, Under the Skin, Overgrown Tomb, Reanimate, Timeless Witness, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Life // Death, Insidious Roots, Spider Spawning, Honored Hydra, Live or Die, Deep-Cavern Bat, Satyr Wayfinder, Disruptive Stormbrood","Eldrazi Ravager, Order of Midnight, Wayfarer's Bauble, Bane of Bala Ged, Prismari Campus, Vilespawn Spider, Joo Dee, One of Many, Lord Skitter's Butcher, Unearth, The Aesir Escape Valhalla, Wreckage Wickerfolk, Elas il-Kor, Sadistic Pilgrim, Hunter's Talent, Arms of Hadar, Devoted Druid, Obsessive Stitcher, Grizzly Fate, Collector's Vault, Surrak, the Hunt Caller, Dismember"
"9","1","Red/Blue","RU Spellslinger","Spells, Faeries","12","11","17","2.61","Fiery Islet, Drix Interception, Choco-Comet, Oliphaunt, Heartfire Immolator, Noise Marine, Thermo-Alchemist, Picklock Prankster, Faithless Looting, Talrand's Invocation, Monstrous Rage, Lórien Revealed, Mad Ratter, Coruscation Mage, Miscalculation, Samurai's Katana, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Sprite Dragon, Preordain, Island, Island, Island, Island, Island, Island, Island, Faerie Seer, Twinshot Sniper, Faerie Vandal, Mana Leak, Counterspell, Khenra Spellspear","Everflowing Chalice, Gingerbrute, Deceptive Landscape, Painter's Studio // Defaced Gallery, Wayfarer's Bauble, Dragon Trainer, Icy Manipulator, The Underworld Cookbook, Rise of the Witch-king, Treasure Keeper, Irreverent Gremlin, Bonder's Ornament, Blossom Prancer, Sourbread Auntie, Mouth of the Storm, Bridgeworks Battle, Eldrazi Skyspawner, The Cave of Two Lovers, Chainweb Aracnir, Sonic Screwdriver, Cogwork Librarian"
"9","2","White","W Weenie","Enchantments, Soldiers, Creatures","16","7","17","2.26","Oketra's Monument, Aerie Auxiliary, Rosie Cotton of South Lane, Glyph Elemental, Journey to Nowhere, Sunhome Stalwart, Prava of the Steel Legion, Essence Reliquary, Touch the Spirit Realm, Tax Collector, Accorder Paladin, Nurturing Pixie, Splitskin Doll, Mana Tithe, Mage's Attendant, Recruitment Officer, Flickerwisp, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Indebted Spirit, Thraben Inspector, Dalkovan Packbeasts, Path to Exile, Anafenza, Kin-Tree Spirit, Cast Out","Prismatic Vista, Lingering Souls, Grey Knight Paragon, Killmonger, Scourge of Wakanda, Lita, Little Orphan Amphibian, Lord Skitter's Butcher, Atraxi Warden, Cliffhaven Kitesail, The Last Ronin's Technique, Arabella, Abandoned Doll, Shattered Landscape, Underground Mortuary, Trostani's Summoner, Elas il-Kor, Sadistic Pilgrim, Rhox Veteran, Path to the World Tree, Earthrumbler, Shepherd of the Clouds, Loxodon Warhammer, Red Guardian, Super-Soldier, Silent Clearing, Twinmaw Stormbrood"
"9","3","Red/Blue","RU Spellslinger","Spells","11","12","17","2.70","Chart a Course, Dragon's Rage Channeler, Skoa, Embermage, Steam Vents, Multiversal Passage, Justice, Vance Astrovik, Opera Love Song, Rimrock Knight, Rise from the Tides, Prismari Campus, Eddymurk Crab, Lightning Bolt, Reckless Charge, Ahn-Crop Crasher, Goblin Surprise, Firebolt, Rally at the Hornburg, Balmor, Battlemage Captain, Flametongue Yearling, Chain Lightning, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Hordeling Outburst, Island, Island, Island, Electrostatic Infantry, Highway Robbery, Echoing Truth, Hearth Elemental, Third Path Iconoclast","Utopia Sprawl, Circuit Mender, Meteor Sword, The Duke, Rebel Sentry, Razorkin Hordecaller, Bonesplitter, Ash Barrens, Sinister Starfish, Resentful Revelation, Archetype of Courage, Sandstone Oracle, Colossal Skyturtle, Meat Locker // Drowned Diner, High-Speed Hoverbike, Air Nomad Legacy, Dauntless Scrapbot, Elite Interceptor, Lampad of Death's Vigil, Hero of the Dunes"
"9","4","Black/Blue","BU Tempo","Artifacts, Spells","9","14","17","3.09","Talisman of Progress, Hard Evidence, Fabled Passage, A.I.M. Synthoids, Lose Focus, Fetid Pools, Waker of Waves, Talisman of Dominance, Consider, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Sicarian Infiltrator, Daze, Shriekmaw, Night's Whisper, Ka-Zar of the Savage Land, Diresight, Dinrova Horror, Island, Island, Island, Island, Island, Island, Island, Island, Plains, Sink into Stupor, Arms of Hadar, Control Magic, Mirrorshell Crab, Remand, Night Nurse, Healer of Heroes, Deep-Cavern Bat, Collector's Vault, Exhume","Prophetic Prism, Talisman of Creativity, Tandem Lookout, Hypnotic Sprite, Elixir of Immortality, Shroudstomper, Spectral Procession, Diligent Webkeepers, Vampire Sovereign, Spyglass Siren, Epochrasite, Whirler Rogue, Marauding Sphinx, Argyr, Tidal Spinner, Foreboding Landscape, Sharae of Numbing Depths, Bramble Wurm, Scout the City, Thopter Squadron, Environmental Scientist"
"9","5","Black/Blue","BU Tempo","Spells","8","15","17","2.70","Fell the Profane, Shefet Archfiend, Undercity Sewers, Dance of the Dead, Fatal Push, Halo Forager, Sheoldred's Edict, Stock Up, Go for the Throat, Duress, Baleful Strix, Inquisition of Kozilek, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Drown in Sorrow, Necromancy, Bone Shards, Wurmcoil Larva, Ravenous Chupacabra, Wreckage Wickerfolk, Hymn to Tourach, Island, Island, Gonti, Lord of Luxury, Faerie Dreamthief, Live or Die, Tortured Existence, Dismember","Umbral Collar Zealot, Golgari Rot Farm, Breeding Pool, Contaminated Landscape, Morbid Opportunist, Bane of Bala Ged, Timeline Culler, Floodpits Drowner, Priest of the Blood Rite, Undead Gladiator, Unearth, Mischievous Mystic, Unnerving Grasp, Faebloom Trick, Raven's Crime, At Knifepoint, Hedge Maze, Spider Spawning, Harrier Strix, Disruptive Stormbrood, Huskburster Swarm"
"9","6","Blue/White","UW Control","Spells, Humans","13","10","17","2.83","Dawnbringer Cleric, Ponder, Witch Enchanter, Phantom Interference, Mulldrifter, Scattered Groves, Unable to Scream, Confounding Riddle, Canyon Crab, Reflector Mage, Kitchen Finks, Okoye, Dora Milaje Leader, Soulherder, Shuri, Vibranium Technologist, Glimmerpoint Stag, Ghostly Flicker, Riftwing Cloudskate, Island, Island, Island, Island, Island, Island, Island, Memory Lapse, Plains, Plains, Plains, Plains, Plains, Plains, Shoreline Looter, Into the Roil, Meticulous Archive, Ominous Cemetery, Sheltered by Ghosts, Emergency Eject, Cloudgoat Ranger, Reprieve, Hallowed Fountain","Requisition Raid, Lively Dirge, Leonardo, Leader in Blue, Vilespawn Spider, Rally the Peasants, Psychic Spiral, Wild Growth, Godless Shrine, Pestermite, Practiced Scrollsmith, Mandibular Kite, Law-Rune Enforcer, Life // Death, Meteor Golem, Skateboard, Kasmina, Enigmatic Mentor, Seeker of the Way, Moment of Truth"
"9","7","Green","G Ramp","Enchantments","14","9","17","3.13","Reclamation Sage, Avacyn's Pilgrim, Summon: Fenrir, Wall of Roots, Arbor Elf, Jewel Thief, Thrashing Brontodon, Trumpeting Herd, Wolfwillow Haven, Harmonize, Sprout Swarm, Temur Sabertooth, Spinewoods Armadillo, Under the Skin, Rancor, Hunter's Talent, Eldrazi Repurposer, Galewind Moose, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Devoted Druid, Fertile Ground, Malevolent Rumble, Pelakka Wurm, Honored Hydra","Syr Konrad, the Grim, Stomping Ground, Artisan of Kozilek, Veteran Beastrider, Bloodbraid Elf, Imperious Perfect, Ultimo, Civilization's End, Studious First-Year, Curse of Predation, Stampeding Scurryfoot, Dragon Sniper, Propagator Drone, Flopsie, Bumi's Buddy, The Neutrinos, Mind Stone, Lluwen, Exchange Student, Spinewoods Paladin, Agent 13, Sharon Carter, Ghor-Clan Rampager, Scurry Oak, Grizzly Fate, General Marhault Elsdragon"
"9","8","Black/Red","BR Aristocrats","Black/Red","15","8","17","2.30","Kavaron Harrier, Joo Dee, One of Many, Mayhem Devil, Triarch Praetorian, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Spiteful Prankster, Blackcleave Cliffs, Gut, True Soul Zealot, Reckless Pyrosurfer, Mogg War Marshal, Eviscerator's Insight, Demonic Tutor, Shock Brigade, Call of the Death-Dweller, Reassembling Skeleton, Fireblast, Geological Appraiser, Carrion Feeder, Pyretic Rebirth, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Burst Lightning, Rabbit Battery, Voldaren Epicure, Goblin Bombardment, Weaponize the Monsters, Yahenni, Undying Partisan","Brawn, Amadeus Cho, Charging Monstrosaur, Victor Timely, Wily Tycoon, Rift Bolt, Heartfire Hero, Scrapwork Mutt, Reinforced Ronin, Pilgrim's Eye, Sontaran General, Dream Beavers, Liliana's Devotee, Goblin Trenches, Heroic Reinforcements, Insidious Roots, Vitu-Ghazi Guildmage, Shrine of Burning Rage, Spawning Pit, City of Brass, Brazen Collector, Sunbaked Canyon, Pummeler for Hire"
"10","1","White","W Control","Creatures","17","6","17","2.78","Dawnbringer Cleric, Witch Enchanter, Oketra's Monument, Kor Skyfisher, Ephemerate, Grey Knight Paragon, Circuit Mender, Essence Reliquary, Wall of Omens, Momo, Playful Pet, Nurturing Pixie, Soulherder, Glimmerpoint Stag, Getaway Glamer, Ghostly Flicker, Flickerwisp, Island, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Thraben Inspector, Fiend Hunter, Sheltered by Ghosts, Githzerai Monk, Cloudgoat Ranger, Red Guardian, Super-Soldier, Mighty Mutanimals","Dewdrop Cure, Brawn, Amadeus Cho, Horizon Canopy, Glyph Elemental, Veteran Beastrider, Ornithopter of Paradise, Graceful Restoration, Guarded Heir, Surgical Suite // Hospital Room, Shepherd of the Flock, Archetype of Courage, Dragon Sniper, Mana Tithe, Snare Thopter, Rhox Veteran, Elite Scaleguard, Law-Rune Enforcer, Lush Portico, Mask of Memory, Harrier Strix, Scurry Oak, Anafenza, Kin-Tree Spirit"
